"Numero","IDM","SECTOR","SECCION","CIUDAD","NSE_CS2_1","NSE","EDAD","SEXO","OCUPACION","ZONAS","LOCALIDAD_COMUNA","MANZANA","F1","F0","F01","CS1","CS2","CS2_C_1","CS2A","CS3","H1","CS3_18","CS2_1","CS4","CS5","AG1","AG2","CV1","CO2","CO4","CO1_1","CO1_2","CO1_3","AL1","AL2","CS7A","CS7A_C_1","CS7B","CS7B_C_1","ED25_1","ED25_2","ED25_3","ED25_4","ED25_6","ED25_7","ED25_89","COD_ED25","ED5A","ED1C_1","ED1C_2","ED1C_3","ED4","ED8","SA2","SA3","SA4","SA22","SP1","SP2","SP3","SP5","SP6","SP7","SP8","VS0","VS2","VS4","VS6","VS6A_1","VS6A_2","VS6A_3","VS6A_4","VS6A_5","VS7","VS8","VS9_1","VS9_2","VS9_3","VS9_4","VS9_5","VS9_6","VS9_7","VS9_8","VS9_9","VS9_10","VS9_11","VS9_12","CV4","VS15","VS17","VS18","JCV1_1","JCV1_2","JCV1_3","JCV1_4","JCV1_5","JCV1_6","JCV1_7","JCV2_1","JCV2_2","JCV2_3","JCV2_4","JCV2_5","JCV2_6","JCV2_7","JCV3_1","JCV3_2","JCV3_3","JCV3_4","JCV3_5","JCV3_6","JCV3_7","JCV3_8","JCV3_9","JCV3_10","JCV3_2_1","JCV3_2_2","JCV3_2_3","JCV3_2_4","JCV3_2_5","JCV3_2_6","JCV3_2_7","JCV3_2_8","JCV3_2_9","JCV3_2_10","JCV4","JCV5_a","JCV5_b","JCV5_c","JCV_d","JCV5_e","JCV5_f","JCV5_g","JCV6","JCV7","PC7G_1","PC7G_2","PC7G_3","PC7G_4","PC7G_5","PC7G_6","PC7G_7","PC7G_8","PC7G_9","PC7G_10","PC7G_11","PC7G_12","PC7G_13","PC7G_14","PC7G_15","PC7G_16","RC1_1","RC1_2","RC1_3","RC1_4","RC1_5","RC1_6","RC1_7","RC1_8","RC1_9","RC1_10","RC1_11","RC1_12","RC1_13","RC1_14","RC1_15","RC3_1","RC3_3","RC3_9","RC3_10","RC3_30","RC4_2","RC4_3","RC4_4","RC4_5","RC4_6","RC4_7","RC4_8","RC4_9","RC4_10","RC4_11","RC4_20","RC5_5","RC5_6","RC5_9","RC5_40","RC5_14","RC5_15","RC5_16","RC5_24","RC5_41","RC5_42","RC5_45","RC5_48","RC5_49","CR1_1","CR1_2","CR1_3","CR1_4","CR1_5","CR1_6","CR1_7","CR1_8","CR1_9","CR1_10","CR1_11","CR2","CR3_1","CR3_2","CR3_3","CR3_4","CR3_5","CR3_6","CR3_7","CR4","MV2","MV3","MV4","MV6","MV22","EP1","MA4_a","MA4_b","MA4_c","MA4_d","MA4_e","MA4_f","MA4_g","MA13_1","MA13_2","MA13_3","MA13_4","MA13_5","MA13_6","MA13_7","MA13_8","MA13_9","MA13_10","GP1_87","GP1_85","GP1_89","GP1_92","GP1_98","GP1_99","GP1_100","GP1_102","GP1_106","GP1_113","GP1_107","GP1_648","PR1A_1","PR1A_2","PR1A_3","GG1","GG2","GG3","CV5","GG7","COY10","CC2","CC5","MC8A_1_1","MC8A_1_2","MC8A_1_3","BOG_MC1","BOG_MC2","BOG_MC3","BOG_MC4","BOG_MC5_1","BOG_MC5_2","BOG_MC5_3","BOG_MC5_4","BOG_MC5_5","BOG_PI1_1","BOG_PI1_2","BOG_PI1_3","BOG_PI1_4","BOG_PI1_5","BOG_PI2","BOG_PI3","P01AUT1","P02AUT2","COD_BARRIO","INCIDENCIAS_1","INCIDENCIAS_2","INCIDENCIAS_3","INCIDENCIAS_4","INCIDENCIAS_6","INCIDENCIAS_7","INCIDENCIAS_8","OBSERVACIONES_INCIDENCIAS","GEOLOCATION_LATITUDE","GEOLOCATION_LONGITUDE","PON"
139198,"250","1409","1",11001,2,2,4,1,1,3,4,"16",1,1,1,1,1,48,4,1,4,2,2,5,1,1,4,3,3,2,3,4,2,2,NA,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,5,1,4,3,1,4,4,4,4,3,4,3,5,4,4,1,NA,NA,NA,NA,NA,5,4,2,4,13,34,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,1,1,2,2,1,2,3,1,1,2,2,2,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,5,5,4,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,7,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,1,3,3,2,4,3,3,2,3,4,3,1,1,1,1,1,1,1,3,1,1,1,1,3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,3,1,14,5,2,3,4,3,4,3,4,1,3,1,13,4,5,6,7,11,49,89,NA,NA,1,1,1,1,1,1,3,2,1,1,3,1,108,113,1,1,3,3,4,3,2,2,3,1,3,NA,5,4,1,2,2,1,5,3,4,3,1,1,4,5,3,2,2,1,30,15,5,6,0,0,0,0,"Ninguna","4.5616268","-74.1017212",0.574057401211507
139203,"176","1328","4",11001,1,1,5,1,4,3,5,"7",1,1,1,1,1,68,5,2,1,2,1,3,4,2,2,3,3,2,3,5,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,1,5,2,4,4,5,4,3,3,90,5,1,1,1,NA,NA,NA,NA,NA,5,1,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,3,2,3,1,2,1,1,2,2,2,2,2,1,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,3,2,1,2,5,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,4,2,3,4,4,4,1,3,3,3,4,3,4,5,5,5,5,5,2,3,3,2,2,4,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,3,3,2,2,5,5,2,5,5,4,1,2,3,2,2,13,5,6,7,11,49,NA,NA,NA,1,1,1,1,3,1,1,1,2,1,3,1,113,67,114,2,1,1,1,5,3,2,1,31,NA,NA,93,93,93,93,3,4,5,2,1,5,3,4,5,3,4,2,1,1,22,0,0,0,0,0,0,0,"Ninguna","4.5016978","-74.0889691",0.55417954204812
139216,"444","2419","2",11001,2,2,3,2,1,2,19,"10",1,1,1,2,1,38,3,2,1,2,2,5,1,1,3,3,2,2,1,2,2,2,NA,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,90,1,6,1,2,5,4,5,4,5,5,3,4,2,3,2,2,NA,NA,NA,NA,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,1,2,2,2,3,2,1,2,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,5,4,1,2,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,3,1,4,1,5,1,1,1,1,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,6,NA,NA,NA,NA,3,3,1,1,3,3,1,5,1,5,1,1,2,1,13,5,6,11,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,2,2,2,113,1,2,1,3,2,2,3,3,2,2,45,NA,NA,2,3,3,1,1,4,3,2,5,1,1,1,3,5,3,1,1,1,310,25,18,16,0,0,0,0,"Ninguno","4.5784518","-74.1535378",1.22006532545862
139218,"918","3103","2",11001,3,3,5,1,6,4,17,"1",1,1,1,1,1,70,5,1,3,5,3,6,6,2,1,2,2,1,2,2,1,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,3,5,5,4,5,5,5,2,3,5,3,1,NA,NA,NA,NA,NA,5,3,13,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,3,2,3,2,2,3,3,2,1,1,2,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,3,4,2,1,1,3,4,10,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,3,3,3,1,1,3,3,3,3,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,3,5,7,9,10,11,12,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,3,2,40,5,5,3,2,2,2,2,3,2,2,1,2,13,4,5,6,7,11,48,49,NA,2,1,2,2,2,1,3,2,2,1,3,2,116,114,111,2,1,1,2,5,4,2,3,0,NA,NA,5,5,0,3,5,4,2,3,1,1,2,3,5,2,4,2,2,1,175,18,7,0,0,0,0,0,"No","4.6001406","-74.0680192",0.262765817740162
139226,"444","2419","2",11001,2,2,3,1,1,2,19,"8",1,1,1,1,1,43,3,1,1,3,2,5,1,1,5,5,5,2,2,4,3,2,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,1,1,4,1,4,4,5,3,3,4,4,4,3,4,2,86,NA,NA,NA,NA,5,4,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,2,3,3,1,1,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,2,1,4,5,3,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,5,4,5,4,4,5,4,3,4,4,1,1,1,3,4,1,3,3,1,1,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,6,NA,NA,NA,4,2,14,5,3,4,3,3,2,1,3,2,2,2,4,5,6,7,11,49,NA,NA,NA,NA,1,1,1,1,1,3,3,1,2,1,3,3,111,113,114,1,2,3,4,4,4,2,2,2,NA,NA,4,1,4,6,3,1,5,2,4,3,2,3,4,2,4,1,1,1,310,15,11,12,0,0,0,0,"La persona a veces contesta con voz muy baja pero es como por falta de aire","4.5777333","-74.1536506",1.21897151806833
139227,"444","2419","2",11001,2,2,1,2,3,2,19,"10",1,1,1,2,1,21,1,5,1,4,2,5,3,2,4,3,3,2,2,3,3,2,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,1,NA,4,2,1,1,3,2,3,3,3,4,3,3,3,4,4,4,1,NA,NA,NA,NA,NA,3,4,17,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,3,6,8,NA,NA,NA,NA,NA,NA,2,3,6,8,NA,NA,NA,NA,NA,NA,5,5,5,4,5,4,3,2,5,1,4,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,8,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,2,3,1,4,4,1,3,2,2,3,2,4,3,4,5,4,3,4,4,3,2,1,3,2,3,5,6,11,NA,NA,NA,NA,NA,NA,NA,4,2,3,4,5,6,7,NA,4,2,1,1,5,3,2,1,3,3,2,4,1,2,2,13,5,11,NA,NA,NA,NA,NA,NA,1,2,3,1,2,1,1,3,2,2,3,2,113,114,109,2,2,2,2,3,0,2,3,4,NA,NA,3,2,3,2,1,3,4,5,2,1,1,3,4,3,3,1,1,1,310,16,14,12,0,0,0,0,"Ninguna","4.5784412","-74.1535208",1.09371525144438
139230,"176","1328","4",11001,1,1,3,2,1,3,5,"7",1,1,1,2,1,39,3,2,1,4,1,4,1,2,3,5,1,1,5,5,5,1,3,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,2,NA,NA,1,5,5,5,5,5,5,5,5,4,2,2,3,NA,NA,NA,NA,5,4,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,2,1,1,1,1,1,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,1,5,1,1,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,3,5,5,3,5,5,3,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,8,10,NA,NA,NA,NA,NA,NA,NA,5,5,7,NA,NA,NA,NA,NA,5,2,2,5,5,3,5,5,5,4,5,4,3,4,7,11,48,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,3,1,1,1,1,3,108,2,113,3,NA,NA,1,3,3,1,5,10,NA,NA,1,1,2,5,2,5,3,1,4,5,4,2,5,2,3,2,1,1,22,2,0,0,0,0,0,0,"Ninguna","4.5015893","-74.0889764",1.14602943068088
139243,"250","1409","1",11001,2,2,5,1,6,3,4,"250",1,1,1,1,1,72,5,2,1,2,2,3,6,2,4,1,3,1,3,3,2,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,5,3,2,5,4,4,90,1,4,4,4,3,3,1,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,5,2,2,2,2,2,2,2,2,1,2,2,2,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,3,2,3,2,2,1,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,1,3,3,3,2,3,4,3,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,90,NA,NA,NA,NA,NA,NA,5,2,1,3,5,5,2,2,3,2,4,2,3,1,13,7,11,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,2,1,2,3,2,2,1,2,114,109,113,2,1,2,1,1,2,2,3,1,3,4,2,4,7,3,2,1,3,5,4,2,3,2,4,3,4,1,1,1,35,1,2,1,0,0,0,0,"Ng","4.5633525","-74.1006697",0.726612758322493
139248,"176","1328","4",11001,1,1,3,2,1,3,5,"10",1,1,1,2,1,39,3,2,1,2,1,5,1,2,3,3,3,1,2,3,2,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,3,4,2,3,3,4,4,4,4,3,3,3,2,1,NA,NA,NA,NA,NA,4,2,1,2,13,47,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,2,3,2,2,3,1,1,2,1,2,2,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,3,2,3,1,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,2,2,3,1,3,3,1,2,2,4,4,4,4,3,2,4,3,2,3,2,4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,90,NA,NA,NA,NA,NA,NA,3,2,1,2,4,4,3,2,3,2,3,2,2,2,6,7,11,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3,3,3,3,2,2,3,2,114,4,108,2,2,2,1,5,3,2,2,2,5,NA,2,2,1,4,2,1,4,3,5,2,2,2,4,2,3,1,2,1,22,2,0,0,0,0,0,0,"Ninguna","4.5019899","-74.0881462",1.14602943068088
139250,"176","1328","4",11001,1,1,5,2,1,3,5,"10",1,1,1,2,1,61,5,2,1,2,1,3,1,2,2,3,1,2,1,2,1,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,1,3,2,3,5,4,4,3,5,90,3,2,3,1,NA,NA,NA,NA,NA,5,2,1,4,5,13,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,1,3,3,3,3,3,3,1,2,2,2,2,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,3,1,3,2,3,2,9,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,2,2,1,2,2,3,2,2,5,5,4,5,5,3,5,5,5,5,4,5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,90,NA,NA,NA,NA,NA,NA,4,2,1,1,4,5,2,3,2,2,2,1,2,4,13,5,6,7,11,NA,NA,NA,NA,NA,1,1,3,3,3,2,3,3,1,3,3,3,109,116,54,3,NA,NA,2,5,3,4,NA,2,NA,NA,5,2,4,3,2,4,5,1,3,3,1,1,5,5,3,2,1,1,22,10,5,0,0,0,0,0,"Ninguna","4.5020425","-74.0879425",0.578313118810442
139277,"918","3103","2",11001,2,3,5,1,1,4,17,"6",1,1,1,1,1,70,5,2,1,2,2,6,1,2,2,3,3,1,2,3,3,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,2,3,3,4,3,5,2,3,4,4,3,1,NA,NA,NA,NA,NA,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,4,4,4,4,5,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,3,1,3,1,3,1,2,3,3,3,3,4,1,1,2,3,1,1,2,2,2,3,3,2,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA,4,2,7,2,2,5,3,4,3,3,4,3,1,2,13,5,6,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,3,3,1,2,3,3,54,5,116,1,3,3,2,5,3,2,1,1,40,NA,4,1,7,2,5,3,2,1,4,3,5,2,4,2,3,2,1,1,175,15,12,0,0,0,0,0,"No","4.599067","-74.067614",0.0687030207148303
139301,"176","1328","4",11001,1,1,2,1,1,3,5,"15",1,1,1,1,1,28,2,1,1,1,1,5,1,1,3,2,3,2,2,2,1,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,NA,NA,1,4,4,3,2,4,3,2,4,3,2,2,3,NA,NA,NA,NA,4,4,4,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,3,3,3,3,3,3,1,1,2,1,2,2,1,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,3,3,2,3,1,4,2,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,9,10,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,2,5,4,4,4,4,3,3,4,4,5,3,3,3,2,2,3,2,3,4,1,2,2,2,1,5,7,9,10,12,NA,NA,NA,NA,NA,NA,2,1,3,4,5,6,7,NA,3,2,12,4,5,3,3,2,2,2,3,3,3,4,2,13,4,5,6,11,49,NA,NA,NA,1,1,1,1,1,1,1,3,1,3,3,3,114,113,67,3,NA,NA,3,3,2,2,3,1,16,45,3,2,7,2,4,1,5,2,3,5,1,1,3,2,4,1,1,1,22,2,0,0,0,0,0,0,"Ninguna","4.5022128","-74.0870309",1.62919787304117
139324,"918","3103","2",11001,3,3,1,1,3,4,17,"10",1,1,1,1,1,18,1,1,1,4,3,6,3,2,3,2,3,2,2,2,2,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,4,1,5,5,5,4,5,5,3,4,2,2,2,42,NA,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,2,2,1,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,10,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,2,3,4,1,1,3,3,3,1,1,3,4,3,2,4,3,3,5,3,1,4,2,2,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,NA,NA,NA,NA,NA,3,1,1,1,3,3,3,1,4,2,2,1,1,1,2,13,11,49,NA,NA,NA,NA,NA,NA,3,3,1,3,2,3,3,3,3,2,3,2,1,112,108,2,1,1,1,4,2,2,2,29,NA,NA,5,4,6,6,2,3,1,4,5,3,2,1,1,5,3,2,1,1,191,0,4,0,0,0,0,0,"No","4.600425","-74.0676339",0.281193661864098
139327,"176","1328","4",11001,1,1,1,1,1,3,5,"15",1,1,2,1,1,23,1,3,1,3,1,5,1,2,3,3,3,2,3,3,2,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,NA,NA,1,2,2,4,4,4,4,4,3,3,1,1,NA,NA,NA,NA,NA,5,3,4,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,3,3,1,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,3,1,10,11,12,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,6,NA,NA,NA,NA,4,2,1,3,3,3,2,2,2,1,2,2,2,1,13,5,7,11,48,NA,NA,NA,NA,NA,1,2,2,1,3,3,1,2,2,1,3,3,114,30,108,2,2,2,2,5,2,4,NA,3,NA,NA,1,1,4,2,2,3,5,1,4,3,4,1,5,4,4,2,1,1,22,5,0,0,0,0,0,0,"Acompañe al señor a la tienda mientras tomaba algo me respondio la encuesta,..","4.5021427","-74.0870536",1.12208861450683
139342,"176","1328","4",11001,1,1,1,1,1,3,5,"14",1,1,1,1,1,22,1,1,1,2,1,5,1,1,3,1,3,2,1,1,2,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,NA,NA,1,2,3,1,1,2,1,4,4,1,5,2,9,NA,NA,NA,NA,4,4,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,1,3,1,1,5,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,5,5,5,5,5,5,1,4,2,5,3,5,3,5,3,3,5,5,3,5,5,5,2,1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,5,3,1,5,4,2,5,5,5,1,5,1,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,1,114,113,108,1,4,4,5,4,2,1,5,1,4,NA,5,1,1,6,5,2,3,1,4,5,5,2,4,1,3,1,1,1,22,2,0,0,0,0,0,0,"Ninguna","4.502141","-74.0873472",1.12208861450683
139367,"235","1405","1",11001,3,3,4,1,1,3,4,"7",1,1,1,1,1,53,4,1,4,3,3,5,1,1,3,3,4,2,3,4,2,2,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,90,1,3,5,2,5,5,5,5,3,5,4,5,4,4,2,4,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,4,89,NA,NA,NA,NA,NA,NA,NA,2,4,89,NA,NA,NA,NA,NA,NA,NA,3,5,5,3,2,3,2,3,4,4,4,5,6,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,4,4,3,2,3,4,3,3,3,4,4,3,5,4,3,1,5,4,5,3,5,4,3,3,1,2,3,5,8,9,10,11,NA,NA,NA,3,2,4,5,6,7,NA,NA,3,3,3,3,5,3,3,3,1,2,3,3,1,2,2,13,4,5,6,7,11,48,49,NA,1,1,1,1,2,1,1,3,1,2,1,1,30,2,4,2,2,3,2,5,2,2,3,1,NA,NA,2,1,4,5,5,2,3,4,1,3,3,3,4,3,4,2,1,1,167,15,4,0,0,0,0,0,"No","4.5685135","-74.0983436",0.461574627197499
139368,"918","3103","2",11001,3,3,1,1,3,4,17,"8",1,1,1,1,1,20,1,5,3,4,3,6,3,2,3,4,3,1,3,3,4,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,NA,NA,1,4,4,4,4,4,4,4,4,3,3,2,9,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,3,1,1,1,1,1,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,3,3,6,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,5,4,5,4,4,3,5,4,3,4,4,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,12,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,NA,NA,NA,NA,NA,3,1,1,3,3,3,4,3,3,3,3,3,3,4,2,5,49,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,2,1,1,1,1,1,2,1,2,111,113,3,NA,NA,3,3,3,1,5,6,NA,NA,3,2,3,6,4,3,2,5,1,4,3,2,3,3,3,1,1,1,175,8,2,0,0,0,0,0,"No","4.5993121","-74.0683229",0.281193661864098
